#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-25T17:49:33 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-25T17:49:33	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/540/3523/tablea1&-out.max=unlimited&-out.all=2&-out.add=_RAJ2000,_DEJ2000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_75403523
#Name: J/MNRAS/540/3523
#Title: BLOeM. Physical properties of OB stars (Bestenlehner+, 2025)
#INFO	ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/540/3523	    IVOID of underlying data collection
#INFO	creator=Bestenlehner J.M.	    First author or institution
#INFO	cites=bibcode:2025MNRAS.540.3523B	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2025	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/540/3523	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier/bg-gw-3e3	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-08-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_540_3523_tablea1:
#Name: J/MNRAS/540/3523/tablea1
#Title: Physical parameters of BLOeM OB stars
#Column	_RAJ2000	(F19.15)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F19.15)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	BLOeM	(A5)	BLOeM identifier (N-NNN) (1)	[ucd=meta.id;meta.main]
#Column	SpType	(a17)	Spectral type (1)	[ucd=src.spType]
#Column	RV	(I4)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.1)	? Radial velocity dispersion	[ucd=spect.dopplerVeloc]
#Column	Teff	(F4.1)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	E_Teff	(F4.1)	? Error on Teff (upper)	[ucd=stat.error;stat.max]
#Column	e_Teff	(F4.1)	? Error on Teff (lower)	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F5.2)	? log surface gravity	[ucd=phys.gravity]
#Column	E_logg	(F5.2)	? Error on logg (upper)	[ucd=stat.error;stat.max]
#Column	e_logg	(F5.2)	? Error on logg (lower)	[ucd=stat.error]
#Column	loggc	(F5.2)	? log surface gravity centrifugal corrected	[ucd=phys.gravity]
#Column	E_loggc	(F5.2)	? Error on logg_c (upper)	[ucd=stat.error;stat.max]
#Column	e_loggc	(F5.2)	? Error on logg_c (lower)	[ucd=stat.error]
#Column	Rstar	(F5.1)	? Stellar radius	[ucd=phys.size.radius]
#Column	E_Rstar	(F4.1)	? Error on stellar radius (upper)	[ucd=stat.error;stat.max]
#Column	e_Rstar	(F4.1)	? Error on stellar radius (lower)	[ucd=stat.error]
#Column	logL	(F5.2)	? Log stellar luminosity	[ucd=phys.luminosity]
#Column	E_logL	(F5.2)	? Error on logL (upper)	[ucd=stat.error;stat.max]
#Column	e_logL	(F5.2)	? Error on logL (lower)	[ucd=stat.error]
#Column	Y	(F5.2)	? He abundance mass fraction	[ucd=phys.abund.Y]
#Column	E_Y	(F5.2)	? Error on Y (upper)	[ucd=stat.error;stat.max]
#Column	e_Y	(F5.2)	? Error on Y (lower)	[ucd=stat.error;pos.cartesian.y]
#Column	vsini	(I3)	? Projected radial velocity	[ucd=spect.dopplerVeloc]
#Column	E_vsini	(I3)	? Error on vsini (upper)	[ucd=stat.error;stat.max]
#Column	e_vsini	(I2)	? Error on vsini (lower)	[ucd=stat.error;phys.veloc.rotat]
#Column	Mspec	(F5.1)	? Spectroscopic mass	[ucd=phys.mass]
#Column	E_Mspec	(F6.1)	? Error on Mspec (upper)	[ucd=stat.error;stat.max]
#Column	e_Mspec	(F5.1)	? Error on Mspec (lower)	[ucd=stat.error]
#Column	Mevol	(F5.1)	? Evolutionary mass (2)	[ucd=phys.mass]
#Column	E_Mevol	(F4.1)	? Error on Mevol (upper)	[ucd=stat.error;stat.max]
#Column	e_Mevol	(F4.1)	? Error on Mevol (lower)	[ucd=stat.error]
#Column	Age	(F4.1)	? Stellar age	[ucd=time.age]
#Column	E_Age	(F4.1)	? Error on age (upper)	[ucd=stat.error;stat.max]
#Column	e_Age	(F4.1)	? Error on age (lower)	[ucd=stat.error;time.age]
#Column	Kmag	(F6.3)	? K-band magnitude (3)	[ucd=phot.mag;em.IR.K]
#Column	AV	(F5.2)	? Visual extinction	[ucd=phys.absorption]
#Column	Notes	(a30)	Notes (4)	[ucd=meta.note]
#Column	_RA	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F17.13)	Data from Shenar et al., 2024, Cat. J/A+A/690/A289 (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000	_DEJ2000	BLOeM	SpType	RV	s_RV	Teff	E_Teff	e_Teff	logg	E_logg	e_logg	loggc	E_loggc	e_loggc	Rstar	E_Rstar	e_Rstar	logL	E_logL	e_logL	Y	E_Y	e_Y	vsini	E_vsini	e_vsini	Mspec	E_Mspec	e_Mspec	Mevol	E_Mevol	e_Mevol	Age	E_Age	e_Age	Kmag	AV	Notes	_RA	_DE
015.678591680090005	-72.085192838620017	1-041	O9.7:V:n + O9.7: 	 166	  3.8	29.9	 2.7	 2.3	 3.50	 0.38	 0.33	 3.66	 0.40	 0.33	 12.4	 5.5	 3.3	 5.04	 0.28	 0.28	 0.31	 0.13	 0.11	349	139	35	 25.7	  75.1	 13.4	 17.2	 3.4	 2.3	 6.8	 1.9	 1.6	15.050	 0.36	                              	015.6785916800900	-72.0851928386200
015.687211254190004	-72.074430882880009	1-042	B2Ib             	 164	  2.1	22.5	 1.2	 3.5	 2.67	 0.23	 0.34	 2.86	 0.23	 0.34	 24.2	 8.9	 5.2	 5.13	 0.20	 0.25	 0.30	 0.14	 0.14	201	 24	24	 15.2	  23.0	  7.6	 16.3	 3.6	 2.8	 9.6	 2.0	 2.4	13.746	 0.34	                              	015.6872112541900	-72.0744308828800
015.687957392530002	-71.936772609840020	1-043	O9.7III: + O9.7  	 270	 52.1	31.8	 3.0	 2.7	 4.12	 0.38	 0.52	 4.14	 0.38	 0.52	 12.0	 3.2	 2.6	 5.12	 0.18	 0.18	 0.23	 0.09	 0.08	258	 33	30	 73.2	 145.6	 41.3	 21.7	 3.0	 2.8	 5.5	 1.5	 1.2	14.911	 0.54	SB2                           	015.6879573925300	-71.9367726098400
015.688427072729997	-72.081104503879999	1-044	B1II             	 187	 12.2	29.9	 1.2	 3.9	 4.10	 0.34	 0.46	 4.10	 0.34	 0.46	  9.2	 4.2	 2.2	 4.79	 0.27	 0.29	 0.23	 0.08	 0.07	 78	 19	20	 39.3	 101.2	 21.8	 13.7	 2.8	 2.0	 8.0	 2.9	 1.7	15.755	 0.34	SB1/SB2                       	015.6884270727300	-72.0811045038800
015.689814678019992	-72.201621286990004	1-045	B0.5II           	 149	  1.9	29.9	 1.2	 1.2	 3.70	 0.17	 0.17	 3.70	 0.17	 0.17	 16.9	 7.1	 4.0	 5.31	 0.27	 0.27	 0.33	 0.07	 0.07	 14	  9	14	 52.0	  72.3	 21.8	 19.7	 6.0	 3.5	 6.5	 1.1	 1.5	14.391	 0.35	                              	015.6898146780200	-72.2016212869900
015.689939652530004	-72.225441981280014	1-046	B1III            	 152	  1.8	23.3	 1.6	 2.3	 3.87	 0.57	 0.29	 3.88	 0.57	 0.29	 10.0	 4.5	 2.5	 4.42	 0.28	 0.29	 0.15	 0.08	 0.00	 77	 96	21	 27.3	 130.5	 13.5	  9.8	 1.9	 1.4	15.6	 4.9	 3.3	15.957	 0.29	SiIV 4089 too weak            	015.6899396525300	-72.2254419812800
015.691992272590001	-72.091352183710001	1-047	B1III-II         	 185	 19.6	23.7	 1.2	 1.2	 3.81	 0.23	 0.23	 3.82	 0.23	 0.23	 14.8	 6.1	 3.5	 4.79	 0.26	 0.26	 0.17	 0.07	 0.02	 59	 14	12	 52.3	  86.2	 23.8	 12.6	 2.5	 1.9	12.5	 2.7	 2.7	14.999	 0.27	SB1, SiIV 4089 too weak       	015.6919922725900	-72.0913521837100
015.693981570519997	-72.008076074810020	1-048	B2III-II         	 181	  1.3	23.7	 1.2	 1.6	 3.93	 0.23	 0.23	 3.93	 0.23	 0.23	 14.5	 5.7	 3.3	 4.77	 0.25	 0.26	 0.18	 0.07	 0.03	 81	 18	17	 65.2	 103.8	 29.4	 12.7	 2.4	 2.1	12.5	 2.8	 2.6	15.032	 0.31	                              	015.6939815705200	-72.0080760748100
015.695560864610004	-72.116870481760003	1-049	B1.5II: + early B	 132	 49.8	23.7	 7.0	 3.1	 3.70	 0.51	 0.46	 3.72	 0.51	 0.46	 17.2	 9.9	 8.6	 4.92	 0.36	 0.29	 0.15	 0.13	 0.00	153	 24	24	 56.0	 277.2	 35.4	 15.3	 4.2	 2.9	 7.4	 4.3	 3.0	14.678	 0.29	SB2                           	015.6955608646100	-72.1168704817600
015.709396854199996	-72.063133090159994	1-052	B1II             	 177	 10.8	28.4	 2.7	 5.7	 3.69	 0.43	 0.48	 3.78	 0.43	 0.48	  8.5	 4.5	 2.4	 4.62	 0.28	 0.33	 0.22	 0.10	 0.07	250	 30	30	 15.6	  57.6	  9.0	 12.9	 2.4	 2.4	 8.2	 5.6	 3.5	15.648	 0.28	lpv/SB1, neb                  	015.7093968542000	-72.0631330901600
015.724875817959999	-72.165656002190005	1-053	B1Ib             	 185	  1.9	23.7	 1.2	 1.6	 3.13	 0.23	 0.17	 3.13	 0.23	 0.17	 21.9	 7.9	 4.8	 5.13	 0.24	 0.24	 0.25	 0.07	 0.08	 54	 77	15	 23.8	  35.4	  9.7	 16.6	 4.0	 3.1	 9.4	 1.8	 2.5	14.084	 0.34	SiIV 4089 too weak            	015.7248758179600	-72.1656560021900
015.733959851089999	-72.049798609649997	1-054	B0II             	 160	 25.5	29.9	 1.5	 1.1	 3.50	 0.14	 0.14	 3.50	 0.14	 0.14	 13.0	 5.5	 3.1	 5.09	 0.27	 0.27	 0.31	 0.08	 0.06	 17	  9	17	 19.6	  24.8	  8.0	 17.0	 4.0	 2.9	 6.8	 1.6	 1.0	14.947	 0.35	SB1                           	015.7339598510900	-72.0497986096500
015.736027409440002	-72.019418446009993	1-055	B1.5III-II       	 154	 53.9	28.0	 3.0	 7.2	 3.88	 0.52	 0.48	 3.91	 0.52	 0.48	 10.3	 5.8	 3.1	 4.77	 0.27	 0.36	 0.25	 0.08	 0.10	202	 25	25	 31.6	 156.5	 18.3	 13.2	 3.1	 2.2	 8.3	 5.2	 3.0	15.583	 0.37	SB2                           	015.7360274094400	-72.0194184460100
015.737852011539994	-72.135870447100004	1-056	O9.5Ibn          	  91	  2.3	28.4	 1.1	 1.5	 2.88	 0.19	 0.14	 3.22	 0.20	 0.15	 15.8	 6.4	 3.6	 5.16	 0.26	 0.26	 0.40	 0.09	 0.10	301	 28	27	 14.4	  20.8	  5.8	 18.3	 3.7	 3.1	 7.6	 1.2	 1.6	14.414	 0.32	                              	015.7378520115400	-72.1358704471000
015.739784814860004	-72.040725421170009	1-057	B1.5II:          	 174	  5.5	23.8	 3.8	 3.0	 3.31	 0.33	 0.33	 3.39	 0.33	 0.33	 13.3	 6.3	 4.4	 4.71	 0.29	 0.28	 0.21	 0.15	 0.06	201	 24	24	 16.0	  40.6	  8.8	 12.7	 2.9	 1.9	10.4	 4.3	 3.0	15.194	 0.31	                              	015.7397848148600	-72.0407254211700
015.749029302880000	-72.079889179999995	1-058	O9.5II:pe        	  92	  7.9	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.264	     	SB?, Oe                       	015.7490293028800	-72.0798891800000
015.758421603319999	-72.155953330570000	1-059	B0IV             	 174	  7.9	29.9	 2.3	 2.7	 3.69	 0.29	 0.48	 3.78	 0.29	 0.48	  8.7	 4.0	 2.3	 4.74	 0.28	 0.28	 0.20	 0.14	 0.05	253	 30	29	 16.5	  35.6	  9.4	 14.6	 2.5	 2.0	 7.2	 2.6	 2.5	15.871	 0.33	                              	015.7584216033200	-72.1559533305700
015.759722405810001	-72.143442142750004	1-060	B1.5Ib           	 192	  1.4	23.4	 1.1	 4.2	 3.12	 0.29	 0.48	 3.17	 0.29	 0.48	 19.6	 7.6	 4.3	 5.01	 0.20	 0.27	 0.18	 0.09	 0.03	153	 24	24	 20.8	  39.0	 11.5	 15.4	 2.7	 2.9	 9.9	 2.6	 2.1	14.104	 0.81	                              	015.7597224058100	-72.1434421427500
015.761469762669995	-72.081127720949993	1-061	B1.5Ib:          	 177	  4.1	23.4	 1.1	 3.8	 3.31	 0.14	 0.48	 3.33	 0.14	 0.48	 18.8	 7.7	 4.3	 4.98	 0.23	 0.27	 0.20	 0.10	 0.05	112	 20	19	 27.6	  33.6	 15.3	 14.1	 3.2	 2.3	10.7	 2.7	 2.4	14.376	 0.37	                              	015.7614697626700	-72.0811277209500
015.763445883199999	-72.187742439689998	1-062	B8Iab            	 160	  1.8	13.5	 0.4	 0.8	 2.10	 0.17	 0.17	 2.11	 0.19	 0.17	 44.2	10.3	 7.1	 4.77	 0.16	 0.17	 0.15	 0.03	 0.00	 35	 57	32	  9.2	   8.5	  3.4	 13.8	 2.1	 1.5	11.6	 2.4	 2.0	13.098	 0.20	Post MS                       	015.7634458832000	-72.1877424396900
015.767185639050002	-72.095029590259998	1-063	B1.5II:e?        	 182	  8.5	29.9	 3.4	 3.4	 4.18	 0.27	 0.86	 4.22	 0.27	 0.86	  5.3	 2.5	 1.5	 4.31	 0.29	 0.29	 0.15	 0.14	 0.00	246	 36	38	 17.1	  36.4	 11.0	 12.5	 2.1	 2.2	 6.5	 2.8	 6.3	16.940	 0.30	                              	015.7671856390500	-72.0950295902600
015.773304102409996	-72.168149133110020	1-064	B9Ia             	 219	  1.6	12.7	 1.1	 1.1	 2.69	 0.52	 0.14	 2.75	 0.52	 0.14	 22.4	 6.3	 4.8	 4.07	 0.19	 0.19	 0.15	 0.06	 0.00	108	 22	22	 10.3	  32.1	  4.0	  8.3	 1.1	 1.0	26.5	 8.0	 5.0	14.712	 0.29	Poor HI fits, post MS         	015.7733041024100	-72.1681491331100
015.793960460230000	-72.037320829999999	1-066	O9.7II-Ib        	 189	  1.0	29.9	 1.1	 1.1	 3.31	 0.14	 0.14	 3.31	 0.14	 0.14	 20.4	 7.7	 4.5	 5.47	 0.25	 0.25	 0.41	 0.07	 0.06	 55	 77	14	 31.2	  35.7	 12.2	 24.4	 6.1	 5.2	 5.2	 1.3	 1.0	13.897	 0.40	                              	015.7939604602300	-72.0373208300000
015.795273099660001	-72.134139060260011	1-067	B0.7III          	 157	  1.5	29.9	 1.5	 1.1	 3.88	 0.57	 0.24	 3.88	 0.57	 0.24	 10.2	 4.2	 2.4	 4.87	 0.27	 0.26	 0.24	 0.08	 0.06	  0	 19	 0	 28.8	 128.9	 13.3	 14.8	 3.1	 1.9	 7.5	 1.5	 1.4	15.492	 0.36	                              	015.7952730996600	-72.1341390602600
015.828939215420000	-71.903645590810001	1-068	O9.7III:         	 180	  2.0	33.7	 3.4	 1.5	 3.91	 0.59	 0.16	 3.91	 0.59	 0.16	 11.1	 2.7	 2.3	 5.15	 0.18	 0.16	 0.29	 0.06	 0.08	 41	 21	23	 36.3	 126.9	 14.3	 23.5	 3.2	 2.8	 4.7	 1.0	 1.2	14.955	 0.60	                              	015.8289392154200	-71.9036455908100
015.828995224139996	-71.992052465979995	1-069	B0.7III          	 212	 16.3	26.9	 3.8	 3.4	 3.74	 0.43	 0.33	 3.78	 0.43	 0.33	 11.3	 5.4	 3.5	 4.78	 0.29	 0.29	 0.25	 0.09	 0.10	201	 25	24	 27.8	  94.2	 15.1	 13.8	 3.3	 2.0	 8.3	 3.7	 2.8	15.442	 0.32	SB2                           	015.8289952241400	-71.9920524659800
015.830344925309992	-72.071222637120002	1-070	B1.5II           	 180	  1.4	23.4	 1.5	 2.7	 3.31	 0.29	 0.19	 3.32	 0.29	 0.19	 16.5	 6.8	 4.0	 4.87	 0.25	 0.27	 0.28	 0.06	 0.11	 78	 96	20	 20.8	  41.3	  9.0	 12.9	 3.3	 1.6	11.0	 3.5	 1.9	14.758	 0.34	neb                           	015.8303449253100	-72.0712226371200
015.835361763109995	-72.213087620750002	1-071	B0.5III          	 209	  1.9	29.9	 2.7	 1.1	 3.93	 0.33	 0.24	 3.93	 0.33	 0.24	  7.5	 3.2	 2.0	 4.60	 0.28	 0.27	 0.18	 0.07	 0.03	 30	 13	21	 17.3	  40.7	  8.2	 13.8	 2.3	 1.7	 7.4	 2.1	 3.2	16.163	 0.36	                              	015.8353617631100	-72.2130876207500
015.838766137060002	-72.093938429240026	1-072	O5V(n) + O6.5(n) 	 158	 39.6	37.7	 1.6	 2.0	 3.30	 0.17	 0.17	 3.52	 0.22	 0.17	 14.8	 5.9	 3.4	 5.60	 0.26	 0.26	 0.55	 0.00	 0.09	353	138	25	 25.7	  39.2	 10.7	 25.3	 7.6	 2.4	 4.0	 1.0	 1.1	14.292	 0.40	SB2                           	015.8387661370600	-72.0939384292400
015.842529307249999	-71.943683562030003	1-073	B1II:e           	 170	  1.6	29.9	 1.9	 1.5	 4.28	 0.16	 0.27	 4.28	 0.16	 0.27	 11.2	 3.3	 2.3	 4.96	 0.20	 0.20	 0.15	 0.03	 0.00	 52	 20	22	 88.7	  87.5	 40.5	 17.2	 3.0	 2.0	 7.1	 1.2	 1.1	14.986	 0.47	                              	015.8425293072500	-71.9436835620300
015.851158631260001	-72.112586946750000	1-074	B1II             	 191	 10.0	31.9	 2.7	 1.6	 4.16	 0.34	 0.29	 4.16	 0.34	 0.29	  5.9	 2.6	 1.5	 4.51	 0.28	 0.27	 0.15	 0.08	 0.00	 78	 19	19	 18.3	  45.1	  9.1	 14.6	 2.3	 1.7	 5.6	 1.6	 3.9	16.581	 0.39	SB1                           	015.8511586312600	-72.1125869467500
015.854414142880001	-71.943281180439996	1-075	O9.2II:npe       	  44	 68.9	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.302	     	Oe                            	015.8544141428800	-71.9432811804400
015.855085538379999	-72.117709392329999	1-076	O9III:           	 213	  1.3	33.7	 1.5	 1.5	 3.69	 0.16	 0.16	 3.69	 0.16	 0.16	 13.7	 5.7	 3.2	 5.34	 0.27	 0.27	 0.34	 0.06	 0.06	 53	 76	18	 33.9	  44.8	 14.0	 21.3	 5.8	 3.1	 4.8	 0.9	 0.7	14.609	 0.38	                              	015.8550855383800	-72.1177093923300
015.866601032119998	-72.006119174020000	1-078	O9.7III:         	 182	 31.1	31.8	 2.7	 1.5	 3.69	 0.33	 0.19	 3.69	 0.33	 0.19	 11.6	 4.9	 3.0	 5.09	 0.27	 0.26	 0.30	 0.06	 0.08	 51	 75	21	 24.4	  56.3	 10.9	 18.7	 3.9	 2.7	 5.7	 1.4	 1.4	15.085	 0.40	SB1                           	015.8666010321200	-72.0061191740200
015.870153763689997	-72.042867258360019	1-079	O9.2III:(n)pe    	  38	 17.1	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	13.314	     	Oe, 2MASS, neb                	015.8701537636900	-72.0428672583600
015.883133740119996	-72.089335012419994	1-080	O8:V: + B + B    	 167	 24.7	33.4	 2.7	 2.7	 4.10	 0.34	 0.51	 4.11	 0.34	 0.51	 13.7	 6.1	 3.6	 5.32	 0.28	 0.28	 0.24	 0.09	 0.06	202	 25	24	 88.6	 222.2	 51.2	 22.1	 4.8	 4.0	 4.7	 1.4	 1.2	14.731	 0.37	neb                           	015.8831337401200	-72.0893350124200
015.885743432160002	-72.067998024910011	1-081	B1.5:III         	 107	  0.1	    	    	    	     	     	     	     	     	     	     	    	    	     	     	     	     	     	     	   	   	  	     	      	     	     	    	    	    	    	    	16.940	     	neb                           	015.8857434321600	-72.0679980249100
015.888115568979998	-71.946788427810006	1-082	B1.5III-II       	 146	  6.7	25.2	 2.7	 3.5	 3.30	 0.34	 0.34	 3.46	 0.34	 0.34	 10.0	 4.6	 2.8	 4.56	 0.27	 0.29	 0.20	 0.13	 0.05	251	 30	30	 10.5	  27.1	  5.6	 12.6	 1.4	 2.6	10.9	 4.8	 3.0	15.631	 0.32	SB1                           	015.8881155689800	-71.9467884278100
015.894907350369998	-72.052254238310013	1-083	B0.5:V: + early B	 277	 61.9	29.9	 3.0	 2.7	 3.69	 0.62	 0.52	 3.78	 0.62	 0.52	 12.2	 5.3	 3.3	 5.03	 0.27	 0.27	 0.25	 0.13	 0.09	301	 30	30	 32.6	 170.0	 19.0	 17.4	 3.9	 2.5	 6.5	 2.0	 1.8	14.973	 0.39	SB2, neb                      	015.8949073503700	-72.0522542383100
015.897630776119998	-72.175867691340002	1-084	B1II             	 168	  1.8	29.9	 1.1	 1.1	 4.26	 0.19	 0.29	 4.26	 0.19	 0.29	  7.4	 3.2	 1.7	 4.59	 0.27	 0.27	 0.26	 0.08	 0.07	 19	 13	19	 36.4	  54.4	 17.6	 13.0	 1.9	 1.4	 8.2	 1.8	 2.2	16.214	 0.33	                              	015.8976307761200	-72.1758676913400
015.901043237800000	-72.189003044590024	1-086	B0IV:            	 173	 20.8	33.4	 3.5	 1.6	 4.10	 0.40	 0.17	 4.11	 0.40	 0.17	  7.7	 3.3	 2.1	 4.83	 0.27	 0.26	 0.18	 0.07	 0.03	113	 20	19	 28.1	  79.5	 12.5	 17.8	 3.3	 2.3	 5.1	 1.2	 3.0	15.932	 0.42	SB1                           	015.9010432378000	-72.1890030445900
015.909554152470001	-72.084470426400003	1-087	B1II:            	 169	  2.0	23.8	 1.1	 2.3	 3.31	 0.29	 0.19	 3.31	 0.29	 0.19	 14.2	 6.1	 3.4	 4.77	 0.26	 0.27	 0.24	 0.07	 0.09	 50	 75	20	 15.3	  31.1	  6.6	 12.6	 2.1	 2.4	12.9	 3.0	 3.0	15.046	 0.29	SiIV 4089 too weak            	015.9095541524700	-72.0844704264000
015.927263127869999	-72.126444417450003	1-088	B1.5III + early B	 173	  6.5	29.9	 2.3	 5.3	 3.93	 0.33	 0.52	 3.97	 0.33	 0.52	  9.7	 4.6	 2.5	 4.83	 0.26	 0.30	 0.21	 0.13	 0.06	245	 31	33	 32.5	  82.2	 18.8	 15.2	 2.5	 2.5	 7.3	 3.4	 2.2	15.543	 0.41	SB2                           	015.9272631278700	-72.1264444174500
015.927598941050006	-71.947639336120005	1-089	B1II             	 177	  2.3	23.8	 1.1	 1.1	 3.31	 0.14	 0.29	 3.31	 0.14	 0.29	 17.0	 6.4	 3.8	 4.92	 0.25	 0.25	 0.21	 0.11	 0.05	 51	 75	19	 21.8	  24.8	 10.4	 13.8	 3.3	 1.8	10.8	 2.6	 2.2	14.643	 0.32	SiIV 4089 too weak            	015.9275989410500	-71.9476393361200
015.930592175079996	-72.050878683650026	1-091	O9.5III: + O9.2  	 184	 30.1	31.8	 1.5	 1.5	 3.69	 0.19	 0.14	 3.71	 0.19	 0.14	 16.3	 6.1	 3.6	 5.39	 0.25	 0.25	 0.34	 0.07	 0.07	153	 24	24	 49.5	  65.9	 19.4	 24.5	 4.2	 5.5	 5.1	 1.1	 0.7	14.280	 0.43	SB2, neb                      	015.9305921750800	-72.0508786836500
015.937864718309999	-71.981186551600004	1-092	B2II             	 190	 39.5	23.7	 1.2	 3.1	 3.70	 0.23	 0.46	 3.71	 0.23	 0.46	 11.7	 5.0	 2.8	 4.59	 0.25	 0.28	 0.15	 0.13	 0.00	105	 23	23	 25.8	  44.0	 14.2	 10.7	 2.3	 1.5	14.6	 3.7	 3.2	15.483	 0.30	SB1                           	015.9378647183100	-71.9811865516000
015.953414514940000	-72.206945600110018	1-094	B1.5II:          	 165	  1.5	21.3	 3.1	 2.0	 3.47	 0.40	 0.46	 3.48	 0.40	 0.46	 11.2	 5.1	 3.5	 4.37	 0.29	 0.27	 0.15	 0.09	 0.00	 78	 97	19	 13.9	  41.6	  8.0	  9.7	 1.8	 1.4	16.1	 6.4	 4.5	15.701	 0.25	                              	015.9534145149400	-72.2069456001100
015.956060346939999	-72.124918210870007	1-095	B1Ia             	 181	  2.5	23.8	 1.1	 1.1	 2.69	 0.14	 0.14	 2.71	 0.16	 0.14	 37.8	 7.9	 6.0	 5.62	 0.16	 0.16	 0.34	 0.07	 0.07	 78	 98	19	 26.8	  20.7	  9.1	 31.6	 5.8	 4.5	 4.5	 0.9	 0.4	12.817	 0.69	2MASS                         	015.9560603469400	-72.1249182108700
015.966377206120002	-72.087435037860004	1-096	B1II             	 186	  2.1	31.8	 1.1	 1.5	 4.36	 0.10	 0.33	 4.36	 0.10	 0.33	  5.9	 2.6	 1.4	 4.50	 0.27	 0.28	 0.21	 0.09	 0.06	 30	 13	24	 28.8	  31.2	 14.6	 13.9	 1.7	 1.3	 6.6	 1.6	 3.7	16.600	 0.34	                              	015.9663772061200	-72.0874350378600
015.983732304230008	-72.046601920699999	1-097	B2.5Ib           	 176	  1.8	20.0	 2.3	 1.9	 2.69	 0.33	 0.33	 2.70	 0.34	 0.33	 32.7	10.4	 8.1	 5.19	 0.21	 0.21	 0.30	 0.17	 0.09	 54	 77	15	 19.6	  37.8	 10.0	 16.7	 5.2	 1.7	 7.9	 2.3	 1.5	13.316	 0.34	                              	015.9837323042300	-72.0466019207000
015.985364775270000	-72.011758509299995	1-098	B1Ib             	 138	  7.5	23.8	 1.1	 3.0	 3.12	 0.29	 0.29	 3.18	 0.29	 0.29	 16.5	 7.0	 3.9	 4.90	 0.25	 0.28	 0.26	 0.10	 0.10	153	 24	24	 15.1	  30.5	  7.3	 12.8	 3.7	 1.4	10.9	 3.5	 2.0	14.701	 0.32	lpv/SB1                       	015.9853647752700	-72.0117585093000
015.992338739119999	-72.112835887619994	1-099	B2:II:           	 194	 13.2	29.9	 2.3	 6.9	 3.93	 0.43	 0.43	 3.98	 0.43	 0.43	  8.9	 4.8	 2.4	 4.76	 0.27	 0.34	 0.17	 0.09	 0.02	253	 31	30	 27.6	 101.7	 15.4	 13.7	 3.3	 2.0	 7.4	 4.9	 2.8	15.789	 0.37	lpv/SB1                       	015.9923387391200	-72.1128358876200
015.999098496900000	-72.103804373789998	1-100	B1II             	 214	 17.8	29.9	 2.0	 2.3	 3.87	 0.34	 0.40	 3.88	 0.34	 0.40	 12.9	 4.8	 3.0	 5.08	 0.24	 0.24	 0.23	 0.07	 0.07	111	 21	20	 45.7	  99.3	 24.2	 17.9	 3.6	 2.7	 6.6	 1.6	 1.2	14.918	 0.45	SB1                           	015.9990984969000	-72.1038043737900
